ResultID,ResultType,ResultDetails,ResultValue,ResultApproxSymbol,ResultUnit,ResultUncertainty,ResultLow,ResultHigh,assay_AssayID,assay_publication_DOI
194032,"formation of cis,trans-hexadienoate",,1.68798,,micromolar,,NULL,NULL,100,10.1021/acs.est.5b01041
194033,"formation of cis,trans-hexadienoate",,2.04604,,micromolar,,NULL,NULL,101,10.1021/acs.est.5b01041
194034,"formation of cis,trans-hexadienoate",,2.6428,,micromolar,,NULL,NULL,102,10.1021/acs.est.5b01041
194035,"formation of cis,trans-hexadienoate",,3.27366,,micromolar,,NULL,NULL,103,10.1021/acs.est.5b01041
194036,"formation of cis,trans-hexadienoate",,3.18841,,micromolar,,NULL,NULL,104,10.1021/acs.est.5b01041
194037,"formation of cis,trans-hexadienoate",,0,,micromolar,,NULL,NULL,105,10.1021/acs.est.5b01041
194038,"formation of cis,trans-hexadienoate",,1.65388,,micromolar,,NULL,NULL,106,10.1021/acs.est.5b01041
194039,"formation of cis,trans-hexadienoate",,2.9497,,micromolar,,NULL,NULL,107,10.1021/acs.est.5b01041
194040,"formation of cis,trans-hexadienoate",,4.60358,,micromolar,,NULL,NULL,108,10.1021/acs.est.5b01041
194041,"formation of cis,trans-hexadienoate",,5.9676,,micromolar,,NULL,NULL,109,10.1021/acs.est.5b01041
194042,"formation of cis,trans-hexadienoate",,6.82012,,micromolar,,NULL,NULL,110,10.1021/acs.est.5b01041
194043,"formation of cis,trans-hexadienoate",,7.19523,,micromolar,,NULL,NULL,111,10.1021/acs.est.5b01041
194044,"formation of cis,trans-hexadienoate",,0,,micromolar,,NULL,NULL,112,10.1021/acs.est.5b01041
194045,"formation of cis,trans-hexadienoate",,8.815,,micromolar,,NULL,NULL,113,10.1021/acs.est.5b01041
194046,"formation of cis,trans-hexadienoate",,12.0887,,micromolar,,NULL,NULL,114,10.1021/acs.est.5b01041
194047,"formation of cis,trans-hexadienoate",,14.8338,,micromolar,,NULL,NULL,115,10.1021/acs.est.5b01041
194048,"formation of cis,trans-hexadienoate",,16.5388,,micromolar,,NULL,NULL,116,10.1021/acs.est.5b01041
194049,"formation of cis,trans-hexadienoate",,17.0673,,micromolar,,NULL,NULL,117,10.1021/acs.est.5b01041
194050,"formation of cis,trans-hexadienoate",,16.1466,,micromolar,,NULL,NULL,118,10.1021/acs.est.5b01041
194051,"formation of cis,trans-hexadienoate",,0,,micromolar,,NULL,NULL,119,10.1021/acs.est.5b01041
194052,"formation of cis,trans-hexadienoate",,10.1108,,micromolar,,NULL,NULL,120,10.1021/acs.est.5b01041
194053,"formation of cis,trans-hexadienoate",,14.6292,,micromolar,,NULL,NULL,121,10.1021/acs.est.5b01041
194054,"formation of cis,trans-hexadienoate",,16.2148,,micromolar,,NULL,NULL,122,10.1021/acs.est.5b01041
194055,"formation of cis,trans-hexadienoate",,17.272,,micromolar,,NULL,NULL,123,10.1021/acs.est.5b01041
194056,"formation of cis,trans-hexadienoate",,16.7945,,micromolar,,NULL,NULL,124,10.1021/acs.est.5b01041
194057,"formation of cis,trans-hexadienoate",,16.1125,,micromolar,,NULL,NULL,125,10.1021/acs.est.5b01041
194058,"formation of cis,trans-hexadienoate",,0,,micromolar,,NULL,NULL,126,10.1021/acs.est.5b01041
194059,"formation of cis,trans-hexadienoate",,14.4587,,micromolar,,NULL,NULL,127,10.1021/acs.est.5b01041
194060,"formation of cis,trans-hexadienoate",,16.9821,,micromolar,,NULL,NULL,128,10.1021/acs.est.5b01041
194061,"formation of cis,trans-hexadienoate",,19.2668,,micromolar,,NULL,NULL,129,10.1021/acs.est.5b01041
194062,"formation of cis,trans-hexadienoate",,19.5737,,micromolar,,NULL,NULL,130,10.1021/acs.est.5b01041
194063,"formation of cis,trans-hexadienoate",,19.2327,,micromolar,,NULL,NULL,131,10.1021/acs.est.5b01041
194064,"formation of cis,trans-hexadienoate",,18.8576,,micromolar,,NULL,NULL,132,10.1021/acs.est.5b01041
194065,"formation of cis,trans-hexadienoate",,0.174822,,ratio,,NULL,NULL,133,10.1021/acs.est.5b01041
194066,"formation of cis,trans-hexadienoate",,0.190024,,ratio,,NULL,NULL,134,10.1021/acs.est.5b01041
194067,"formation of cis,trans-hexadienoate",,0.214252,,ratio,,NULL,NULL,135,10.1021/acs.est.5b01041
194068,"formation of cis,trans-hexadienoate",,0.257007,,ratio,,NULL,NULL,136,10.1021/acs.est.5b01041
194069,"formation of cis,trans-hexadienoate",,0.174822,,ratio,,NULL,NULL,137,10.1021/acs.est.5b01041
194070,"formation of cis,trans-hexadienoate",,0.189549,,ratio,,NULL,NULL,138,10.1021/acs.est.5b01041
194071,"formation of cis,trans-hexadienoate",,0.218052,,ratio,,NULL,NULL,139,10.1021/acs.est.5b01041
194072,"formation of cis,trans-hexadienoate",,0.260333,,ratio,,NULL,NULL,140,10.1021/acs.est.5b01041
194073,"formation of cis,cis-hexadienoate",,0.145843,,ratio,,NULL,NULL,141,10.1021/acs.est.5b01041
194074,"formation of cis,cis-hexadienoate",,0.114014,,ratio,,NULL,NULL,142,10.1021/acs.est.5b01041
194075,"formation of cis,cis-hexadienoate",,0.102138,,ratio,,NULL,NULL,143,10.1021/acs.est.5b01041
194076,"formation of cis,cis-hexadienoate",,0.125891,,ratio,,NULL,NULL,144,10.1021/acs.est.5b01041
194077,"formation of cis,cis-hexadienoate",,0.147743,,ratio,,NULL,NULL,145,10.1021/acs.est.5b01041
194078,"formation of cis,cis-hexadienoate",,0.114014,,ratio,,NULL,NULL,146,10.1021/acs.est.5b01041
194079,"formation of cis,cis-hexadienoate",,0.095962,,ratio,,NULL,NULL,147,10.1021/acs.est.5b01041
194080,"formation of cis,cis-hexadienoate",,0.117815,,ratio,,NULL,NULL,148,10.1021/acs.est.5b01041
194081,"formation of cis,cis-hexadienoate",,0.144418,,ratio,,NULL,NULL,149,10.1021/acs.est.5b01041
194082,"formation of cis,cis-hexadienoate",,0.126366,,ratio,,NULL,NULL,150,10.1021/acs.est.5b01041
194083,"formation of cis,cis-hexadienoate",,0.128741,,ratio,,NULL,NULL,151,10.1021/acs.est.5b01041
194084,"formation of cis,cis-hexadienoate",,0.129216,,ratio,,NULL,NULL,152,10.1021/acs.est.5b01041
194085,"formation of cis,cis-hexadienoate",,0.142993,,ratio,,NULL,NULL,153,10.1021/acs.est.5b01041
194086,"formation of cis,cis-hexadienoate",,0.125891,,ratio,,NULL,NULL,154,10.1021/acs.est.5b01041
194087,"formation of cis,cis-hexadienoate",,0.122565,,ratio,,NULL,NULL,155,10.1021/acs.est.5b01041
194088,"formation of cis,cis-hexadienoate",,0.122565,,ratio,,NULL,NULL,156,10.1021/acs.est.5b01041
194089,"formation of trans,trans-hexakienoate",,0.537415,,ratio,,NULL,NULL,157,10.1021/acs.est.5b01041
194090,"formation of trans,trans-hexakienoate",,0.572336,,ratio,,NULL,NULL,158,10.1021/acs.est.5b01041
194091,"formation of trans,trans-hexakienoate",,0.556009,,ratio,,NULL,NULL,159,10.1021/acs.est.5b01041
194092,"formation of trans,trans-hexakienoate",,0.490703,,ratio,,NULL,NULL,160,10.1021/acs.est.5b01041
194093,"formation of trans,trans-hexakienoate",,0.538322,,ratio,,NULL,NULL,161,10.1021/acs.est.5b01041
194094,"formation of trans,trans-hexakienoate",,0.572336,,ratio,,NULL,NULL,162,10.1021/acs.est.5b01041
194095,"formation of trans,trans-hexakienoate",,0.565533,,ratio,,NULL,NULL,163,10.1021/acs.est.5b01041
194096,"formation of trans,trans-hexakienoate",,0.501134,,ratio,,NULL,NULL,164,10.1021/acs.est.5b01041
194097,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.995847,,ratio to control,,NULL,NULL,165,10.1021/acs.est.5b01041
194098,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.983338,,ratio to control,,NULL,NULL,166,10.1021/acs.est.5b01041
194099,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.971557,,ratio to control,,NULL,NULL,167,10.1021/acs.est.5b01041
194100,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.90572,,ratio to control,,NULL,NULL,168,10.1021/acs.est.5b01041
194101,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.876477,,ratio to control,,NULL,NULL,169,10.1021/acs.est.5b01041
194102,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.880457,,ratio to control,,NULL,NULL,170,10.1021/acs.est.5b01041
194103,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.997509,,ratio to control,,NULL,NULL,171,10.1021/acs.est.5b01041
194104,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.974992,,ratio to control,,NULL,NULL,172,10.1021/acs.est.5b01041
194105,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.91757,,ratio to control,,NULL,NULL,173,10.1021/acs.est.5b01041
194106,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.867515,,ratio to control,,NULL,NULL,174,10.1021/acs.est.5b01041
194107,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.811693,,ratio to control,,NULL,NULL,175,10.1021/acs.est.5b01041
194108,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.773313,,ratio to control,,NULL,NULL,176,10.1021/acs.est.5b01041
194109,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.995847,,ratio to control,,NULL,NULL,177,10.1021/acs.est.5b01041
194110,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.982508,,ratio to control,,NULL,NULL,178,10.1021/acs.est.5b01041
194111,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.915178,,ratio to control,,NULL,NULL,179,10.1021/acs.est.5b01041
194112,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.769729,,ratio to control,,NULL,NULL,180,10.1021/acs.est.5b01041
194113,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.634979,,ratio to control,,NULL,NULL,181,10.1021/acs.est.5b01041
194114,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.562523,,ratio to control,,NULL,NULL,182,10.1021/acs.est.5b01041
194115,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.510012,,ratio to control,,NULL,NULL,183,10.1021/acs.est.5b01041
194116,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.999169,,ratio to control,,NULL,NULL,184,10.1021/acs.est.5b01041
194117,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.910291,,ratio to control,,NULL,NULL,185,10.1021/acs.est.5b01041
194118,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.836362,,ratio to control,,NULL,NULL,186,10.1021/acs.est.5b01041
194119,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.684353,,ratio to control,,NULL,NULL,187,10.1021/acs.est.5b01041
194120,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.548946,,ratio to control,,NULL,NULL,188,10.1021/acs.est.5b01041
194121,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.422675,,ratio to control,,NULL,NULL,189,10.1021/acs.est.5b01041
194122,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.99834,,ratio to control,,NULL,NULL,190,10.1021/acs.est.5b01041
194123,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.762451,,ratio to control,,NULL,NULL,191,10.1021/acs.est.5b01041
194124,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.637858,,ratio to control,,NULL,NULL,192,10.1021/acs.est.5b01041
194125,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.423556,,ratio to control,,NULL,NULL,193,10.1021/acs.est.5b01041
194126,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.242467,,ratio to control,,NULL,NULL,194,10.1021/acs.est.5b01041
194127,"Loss of Singlet Oxygen acceptor, Furfuryl alcohol (FFA)",,0.140284,,ratio to control,,NULL,NULL,195,10.1021/acs.est.5b01041
194128,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,1,,ratio,,NULL,NULL,196,10.1021/acs.est.5b01041
194129,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,0.982072,,ratio,,NULL,NULL,197,10.1021/acs.est.5b01041
194130,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,0.85259,,ratio,,NULL,NULL,198,10.1021/acs.est.5b01041
194131,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,1.15139,,ratio,,NULL,NULL,199,10.1021/acs.est.5b01041
194132,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,1,,ratio,,NULL,NULL,200,10.1021/acs.est.5b01041
194133,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,1.01394,,ratio,,NULL,NULL,201,10.1021/acs.est.5b01041
194134,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,0.770916,,ratio,,NULL,NULL,202,10.1021/acs.est.5b01041
194135,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,1.36454,,ratio,,NULL,NULL,203,10.1021/acs.est.5b01041
194136,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,1.00199,,ratio,,NULL,NULL,204,10.1021/acs.est.5b01041
194137,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,0.982072,,ratio,,NULL,NULL,205,10.1021/acs.est.5b01041
194138,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,1.10956,,ratio,,NULL,NULL,206,10.1021/acs.est.5b01041
194139,"formation of CNT triplet state by transfer of energy to 2,4,-Hexa-2,4dienoic acid (HDA)",,0.842629,,ratio,,NULL,NULL,207,10.1021/acs.est.5b01041
194140,product formation,,1.00428,,ratio,,NULL,NULL,208,10.1021/acs.est.5b01041
194141,product formation,,1.10128,,ratio,,NULL,NULL,209,10.1021/acs.est.5b01041
194142,product formation,,1.29244,,ratio,,NULL,NULL,210,10.1021/acs.est.5b01041
194143,product formation,,1.28959,,ratio,,NULL,NULL,211,10.1021/acs.est.5b01041
194144,"product formation, with desferal a metal chelator",,0.955777,,ratio,,NULL,NULL,212,10.1021/acs.est.5b01041
194145,"product formation, with desferal a metal chelator",,1.14408,,ratio,,NULL,NULL,213,10.1021/acs.est.5b01041
194146,product formation,,0.992867,,ratio,,NULL,NULL,214,10.1021/acs.est.5b01041
194147,product formation,,0.990014,,ratio,,NULL,NULL,215,10.1021/acs.est.5b01041
194148,product formation,,0.96719,,ratio,,NULL,NULL,216,10.1021/acs.est.5b01041
194149,product formation,,1.08417,,ratio,,NULL,NULL,217,10.1021/acs.est.5b01041
194150,"product formation, with desferal a metal chelator",,0.901569,,ratio,,NULL,NULL,218,10.1021/acs.est.5b01041
194151,"product formation, with desferal a metal chelator",,1.0214,,ratio,,NULL,NULL,219,10.1021/acs.est.5b01041
194152,product formation,,1.00143,,ratio,,NULL,NULL,220,10.1021/acs.est.5b01041
194153,product formation,,1.22682,,ratio,,NULL,NULL,221,10.1021/acs.est.5b01041
194154,product formation,,1.36662,,ratio,,NULL,NULL,222,10.1021/acs.est.5b01041
194155,product formation,,1.27532,,ratio,,NULL,NULL,223,10.1021/acs.est.5b01041
194156,caspase 3/7 activity,,23.8615,,Chemiluminescence units,,NULL,NULL,1,10.1016/j.neuro.2014.08.010
194157,caspase 3/7 activity,,19.0679,,Chemiluminescence units,,NULL,NULL,2,10.1016/j.neuro.2014.08.010
194158,caspase 3/7 activity,,21.731,,Chemiluminescence units,,NULL,NULL,3,10.1016/j.neuro.2014.08.010
194159,caspase 3/7 activity,,19.3342,,Chemiluminescence units,,NULL,NULL,4,10.1016/j.neuro.2014.08.010
194160,caspase 3/7 activity,,19.494,,Chemiluminescence units,,NULL,NULL,5,10.1016/j.neuro.2014.08.010
194161,caspase 3/7 activity,,20.9321,,Chemiluminescence units,,NULL,NULL,6,10.1016/j.neuro.2014.08.010
194162,caspase 3/7 activity,,20.719,,Chemiluminescence units,,NULL,NULL,7,10.1016/j.neuro.2014.08.010
194163,caspase 3/7 activity,,20.1332,,Chemiluminescence units,,NULL,NULL,8,10.1016/j.neuro.2014.08.010
194164,caspase 3/7 activity,,21.9973,,Chemiluminescence units,,NULL,NULL,9,10.1016/j.neuro.2014.08.010
194165,caspase 3/7 activity,,19.8136,,Chemiluminescence units,,NULL,NULL,10,10.1016/j.neuro.2014.08.010
194166,caspase 3/7 activity,,22.6365,,Chemiluminescence units,,NULL,NULL,11,10.1016/j.neuro.2014.08.010
194167,caspase 3/7 activity,,20.2929,,Chemiluminescence units,,NULL,NULL,12,10.1016/j.neuro.2014.08.010
194168,caspase 3/7 activity,,28.7617,,Chemiluminescence units,,NULL,NULL,13,10.1016/j.neuro.2014.08.010
194169,caspase 3/7 activity,,26.5779,,Chemiluminescence units,,NULL,NULL,14,10.1016/j.neuro.2014.08.010
194170,caspase 3/7 activity,,23.8083,,Chemiluminescence units,,NULL,NULL,15,10.1016/j.neuro.2014.08.010
194171,caspase 3/7 activity,,25.9388,,Chemiluminescence units,,NULL,NULL,16,10.1016/j.neuro.2014.08.010
194172,glutathione activity,,142.857,,Chemiluminescence units,,NULL,NULL,1,10.1016/j.neuro.2014.08.010
194173,glutathione activity,,138.916,,Chemiluminescence units,,NULL,NULL,2,10.1016/j.neuro.2014.08.010
194174,glutathione activity,,146.059,,Chemiluminescence units,,NULL,NULL,3,10.1016/j.neuro.2014.08.010
194175,glutathione activity,,129.803,,Chemiluminescence units,,NULL,NULL,4,10.1016/j.neuro.2014.08.010
194176,glutathione activity,,147.044,,Chemiluminescence units,,NULL,NULL,5,10.1016/j.neuro.2014.08.010
194177,glutathione activity,,142.857,,Chemiluminescence units,,NULL,NULL,6,10.1016/j.neuro.2014.08.010
194178,glutathione activity,,152.217,,Chemiluminescence units,,NULL,NULL,7,10.1016/j.neuro.2014.08.010
194179,glutathione activity,,142.118,,Chemiluminescence units,,NULL,NULL,8,10.1016/j.neuro.2014.08.010
194180,glutathione activity,,157.143,,Chemiluminescence units,,NULL,NULL,9,10.1016/j.neuro.2014.08.010
194181,glutathione activity,,155.172,,Chemiluminescence units,,NULL,NULL,10,10.1016/j.neuro.2014.08.010
194182,glutathione activity,,148.768,,Chemiluminescence units,,NULL,NULL,11,10.1016/j.neuro.2014.08.010
194183,glutathione activity,,154.434,,Chemiluminescence units,,NULL,NULL,12,10.1016/j.neuro.2014.08.010
194184,glutathione activity,,157.143,,Chemiluminescence units,,NULL,NULL,13,10.1016/j.neuro.2014.08.010
194185,glutathione activity,,160.837,,Chemiluminescence units,,NULL,NULL,14,10.1016/j.neuro.2014.08.010
194186,glutathione activity,,142.611,,Chemiluminescence units,,NULL,NULL,15,10.1016/j.neuro.2014.08.010
194187,glutathione activity,,154.187,,Chemiluminescence units,,NULL,NULL,16,10.1016/j.neuro.2014.08.010
194188,concentration nitrate,,0.116301,,Chemiluminescence units,,NULL,NULL,17,10.1016/j.neuro.2014.08.010
194189,concentration nitrate,,0.085068,,Chemiluminescence units,,NULL,NULL,18,10.1016/j.neuro.2014.08.010
194190,concentration nitrate,,0.089795,,Chemiluminescence units,,NULL,NULL,19,10.1016/j.neuro.2014.08.010
194191,concentration nitrate,,0.096164,,Chemiluminescence units,,NULL,NULL,20,10.1016/j.neuro.2014.08.010
194192,concentration nitrate,,0.119384,,Chemiluminescence units,,NULL,NULL,21,10.1016/j.neuro.2014.08.010
194193,concentration nitrate,,0.139315,,Chemiluminescence units,,NULL,NULL,22,10.1016/j.neuro.2014.08.010
194194,concentration nitrate,,0.089178,,Chemiluminescence units,,NULL,NULL,23,10.1016/j.neuro.2014.08.010
194195,concentration nitrate,,0.090616,,Chemiluminescence units,,NULL,NULL,24,10.1016/j.neuro.2014.08.010
194196,concentration nitrate,,0.110959,,Chemiluminescence units,,NULL,NULL,25,10.1016/j.neuro.2014.08.010
194197,concentration nitrate,,0.125959,,Chemiluminescence units,,NULL,NULL,26,10.1016/j.neuro.2014.08.010
194198,concentration nitrate,,0.088356,,Chemiluminescence units,,NULL,NULL,27,10.1016/j.neuro.2014.08.010
194199,concentration nitrate,,0.103356,,Chemiluminescence units,,NULL,NULL,28,10.1016/j.neuro.2014.08.010
194200,concentration nitrate,,0.102534,,Chemiluminescence units,,NULL,NULL,29,10.1016/j.neuro.2014.08.010
194201,concentration nitrate,,0.123904,,Chemiluminescence units,,NULL,NULL,30,10.1016/j.neuro.2014.08.010
194202,concentration nitrate,,0.092671,,Chemiluminescence units,,NULL,NULL,31,10.1016/j.neuro.2014.08.010
194203,concentration nitrate,,0.09863,,Chemiluminescence units,,NULL,NULL,32,10.1016/j.neuro.2014.08.010
194204,ARE/NRF2 activity,,0.037228,,Chemiluminescence units,,NULL,NULL,1,10.1016/j.neuro.2014.08.010
194205,ARE/NRF2 activity,,0.039115,,Chemiluminescence units,,NULL,NULL,2,10.1016/j.neuro.2014.08.010
194206,ARE/NRF2 activity,,0.032874,,Chemiluminescence units,,NULL,NULL,3,10.1016/j.neuro.2014.08.010
194207,ARE/NRF2 activity,,0.034615,,Chemiluminescence units,,NULL,NULL,4,10.1016/j.neuro.2014.08.010
194208,ARE/NRF2 activity,,0.036357,,Chemiluminescence units,,NULL,NULL,5,10.1016/j.neuro.2014.08.010
194209,ARE/NRF2 activity,,0.03643,,Chemiluminescence units,,NULL,NULL,6,10.1016/j.neuro.2014.08.010
194210,ARE/NRF2 activity,,0.035341,,Chemiluminescence units,,NULL,NULL,7,10.1016/j.neuro.2014.08.010
194211,ARE/NRF2 activity,,0.039623,,Chemiluminescence units,,NULL,NULL,8,10.1016/j.neuro.2014.08.010
194212,ARE/NRF2 activity,,0.037808,,Chemiluminescence units,,NULL,NULL,9,10.1016/j.neuro.2014.08.010
194213,ARE/NRF2 activity,,0.041437,,Chemiluminescence units,,NULL,NULL,10,10.1016/j.neuro.2014.08.010
194214,ARE/NRF2 activity,,0.035559,,Chemiluminescence units,,NULL,NULL,11,10.1016/j.neuro.2014.08.010
194215,ARE/NRF2 activity,,0.03926,,Chemiluminescence units,,NULL,NULL,12,10.1016/j.neuro.2014.08.010
194216,ARE/NRF2 activity,,0.035994,,Chemiluminescence units,,NULL,NULL,13,10.1016/j.neuro.2014.08.010
194217,ARE/NRF2 activity,,0.038462,,Chemiluminescence units,,NULL,NULL,14,10.1016/j.neuro.2014.08.010
194218,ARE/NRF2 activity,,0.035196,,Chemiluminescence units,,NULL,NULL,15,10.1016/j.neuro.2014.08.010
194219,ARE/NRF2 activity,,0.038316,,Chemiluminescence units,,NULL,NULL,16,10.1016/j.neuro.2014.08.010
